SIMD_INST_RETIRED.SCALAR_SINGLE,r02c7:u,0,0,0
SIMD_INST_RETIRED.PACKED_DOUBLE,r04c7:u,0,0,0
SIMD_INST_RETIRED.SCALAR_DOUBLE,r08c7:u,7,7,7
SIMD_INST_RETIRED.VECTOR,r10c7:u,31,31,31
SIMD_INST_RETIRED.ANY,r1fc7:u,31,31,31
HW_INT_RCV,r00c8:u,0,1,1
ITLB_MISS_RETIRED,r00c9:u,118,118,118
SIMD_COMP_INST_RETIRED.PACKED_SINGLE,r01ca:u,0,0,0
SIMD_COMP_INST_RETIRED.SCALAR_SINGLE,r02ca:u,0,0,0
SIMD_COMP_INST_RETIRED.PACKED_DOUBLE,r04ca:u,0,0,0
SIMD_COMP_INST_RETIRED.SCALAR_DOUBLE,r08ca:u,0,0,0
MEM_LOAD_RETIRED.L1D_MISS,r01cb:u,3342,3408,3319
MEM_LOAD_RETIRED.L1D_LINE_MISS,r02cb:u,821,830,837
MEM_LOAD_RETIRED.L2_MISS,r04cb:u,61,98,117
MEM_LOAD_RETIRED.L2_LINE_MISS,r08cb:u,24,11,40
MEM_LOAD_RETIRED.DTLB_MISS,r10cb:u,119,119,120
FP_MMX_TRANS_TO_MMX,r01cc:u,0,0,0
FP_MMX_TRANS_TO_FP,r02cc:u,0,0,0
SIMD_ASSIST,r00cd:u,0,0,0
SIMD_INSTR_RETIRED,r00ce:u,0,0,0
SIMD_SAT_INSTR_RETIRED,r00cf:u,0,0,0
RAT_STALLS.ROB_READ_PORT,r01d2:u,8141,8470,8013
RAT_STALLS.PARTIAL_CYCLES,r02d2:u,1142,1149,1145
RAT_STALLS.FLAGS,r04d2:u,0,0,0
RAT_STALLS.FPSW,r08d2:u,0,0,0
RAT_STALLS.ANY,r0fd2:u,9238,9103,9015
SEG_RENAME_STALLS.ES,r01d4:u,0,0,0
SEG_RENAME_STALLS.DS,r02d4:u,0,0,0
SEG_RENAME_STALLS.FS,r04d4:u,0,0,0
SEG_RENAME_STALLS.GS,r08d4:u,0,0,0
SEG_RENAME_STALLS.ANY,r0fd4:u,0,0,0
SEG_REG_RENAMES.ES,r01d5:u,0,0,0
SEG_REG_RENAMES.DS,r02d5:u,0,0,0
SEG_REG_RENAMES.FS,r04d5:u,0,0,0
SEG_REG_RENAMES.GS,r08d5:u,0,0,0
SEG_REG_RENAMES.ANY,r0fd5:u,0,0,0
RESOURCE_STALLS.ROB_FULL,r01dc:u,1349,618,1740
RESOURCE_STALLS.RS_FULL,r02dc:u,332598,327169,288752
RESOURCE_STALLS.LD_ST,r04dc:u,24169,772794,772805
RESOURCE_STALLS.FPCW,r08dc:u,0,0,0
RESOURCE_STALLS.BR_MISS_CLEAR,r10dc:u,3661,5654,4935
RESOURCE_STALLS.ANY,r1fdc:u,349372,1100135,1081604
BR_INST_DECODED,r00e0:u,94115,93887,94161
BOGUS_BR,r00e4:u,1,3,2
BACLEARS,r00e6:u,1332,1324,1367
PREF_RQSTS_UP,r00f0:u,5311,49314,7609
PREF_RQSTS_DN,r00f8:u,284,443,1690
