Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LOAD_BLOCK.STA,r0203:u,1615,1403,1509,1840,1478,1543,1921,1523,1491,1455,1961,2952,2577,1712,1429,2020,2220,1806,1643,2317,2066,1456,1631,2112,2138,1674,1576,1785,2450,1377,1644,2343
LOAD_BLOCK.STD,r0403:u,257355,253852,261279,250072,250748,250717,266681,251711,254732,250183,256211,256608,267481,252909,258351,260240,257562,249872,262470,255155,256925,249665,250863,259286,253517,257849,256632,259060,253688,258017,253960,260228
LOAD_BLOCK.OVERLAP_STORE,r0803:u,34780593,34789827,34787425,23254713,308369,179971,176252,176253,176295,176302,176278,176238,176247,176252,176334,176276,176249,176287,176343,176259,176251,176292,176377,176290,176242,176319,176351,176259,176248,176305,176310,176290
LOAD_BLOCK.UNTIL_RETIRE,r1003:u,188,175,163,121,79,73,64,57,68,72,65,69,56,66,64,64,67,70,70,60,56,61,76,64,71,66,58,57,62,64,69,65
LOAD_BLOCK.L1D,r2003:u,11333,22318,13806,960813,805406,48301,98044,135135,92250,126065,133359,121323,125111,233303,34944,1373938,870653,1436969,723487,438373,782886,55636,29177,88622,146419,138882,50033,90407,130275,151031,44734,1355591
SB_DRAIN_CYCLES,r0104:u,754,722,834,906,624,539,652,694,589,509,591,657,710,736,528,576,740,1114,1260,1294,780,600,564,623,718,614,530,645,726,577,534,807
STORE_BLOCK.ORDER,r0204:u,331179,333285,344052,588048,1010560,386306,368796,351447,392432,428664,379486,353412,342111,369718,388697,990022,485884,1112081,987421,366096,1006860,371397,390557,352715,355864,370861,384596,355876,346203,420280,403583,1007999
STORE_BLOCK.SNOOP,r0804:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEGMENT_REG_LOADS,r0006:u,7133,7005,6987,6116,6010,6034,6191,6176,6031,5989,6002,6153,6158,6170,5991,6052,6104,6143,5989,6051,6195,6024,6013,6007,6196,6140,6047,6011,6135,6015,6016,5988
SSE_PRE_EXEC.NTA,r0007:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_EXEC.L1,r0107:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_EXEC.L2,r0207:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_EXEC.STORES,r0307:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_MISSES.ANY,r0108:u,9810,9521,9144,8945,8611,8576,8577,8624,8625,8586,8575,8584,8628,8620,8590,8580,8592,8646,8594,8584,8636,8650,8607,8577,8628,8643,8595,8581,8646,8622,8573,8570
DTLB_MISSES.MISS_LD,r0208:u,5980,5956,5992,5916,5794,5840,5834,5796,5795,5818,5817,5840,5802,5802,5820,5826,5832,5791,5835,5826,5800,5789,5862,5824,5782,5816,5794,5838,5819,5783,5815,5819
DTLB_MISSES.L0_MISS_LD,r0408:u,15197,13216,15145,15027,14996,15448,15271,14994,15032,15153,15341,15252,15062,15079,15097,15178,15172,15006,15219,15451,15102,14982,15285,15199,15020,15077,15234,15269,15054,14956,15199,15215
DTLB_MISSES.MISS_ST,r0808:u,3797,3505,3226,3098,2794,2795,2785,2796,2809,2788,2785,2786,2784,2793,2791,2788,2784,2804,2790,2786,2786,2804,2794,2788,2795,2797,2796,2786,2790,2799,2783,2784
MEMORY_DISAMBIGUATION.RESET,r0109:u,7,8,8,8,14,8,8,8,9,10,7,9,9,9,9,8,7,8,8,8,7,8,8,8,8,9,9,7,8,10,8,8
MEMORY_DISAMBIGUATION.SUCCESS,r0209:u,563472,560937,564551,599238,561750,575555,571359,568165,560926,568649,565323,567619,568205,570482,568477,567493,566438,570918,566154,565041,571260,567506,566884,568306,571226,561376,571734,562587,565410,571978,571040,561927
PAGE_WALKS.COUNT,r010c:u,9250,8959,8695,8645,8180,8192,8235,8216,8190,8190,8245,8243,8285,8182,8191,8218,8211,8226,8178,8257,8260,8173,8223,8251,8216,8246,8166,8240,8205,8164,8209,8228
PAGE_WALKS.CYCLES,r020c:u,97344,96698,97579,85319,95800,92391,82090,91612,96612,101415,87896,83191,83368,82888,100577,85725,82616,92718,98294,87574,82621,98521,94417,84426,83099,93259,96018,87181,82219,99860,91790,85624
FP_COMP_OPS_EXE,r0010:u,116394721,116395623,116395994,116395584,116393440,116393494,116393738,116393641,116393533,116393539,116393715,116393768,116393876,116393774,116393527,116393592,116393780,116393590,116393512,116393671,116393784,116393520,116393561,116393643,116393828,116393632,116393545,116393721,116393740,116393532,116393513,116394006
FP_ASSIST,r0011:u,50,68,65,63,3,29,47,58,35,36,36,54,58,51,37,36,50,52,38,36,45,48,32,36,52,52,33,45,49,47,31,36
MUL,r0012:u,57673828,57674089,57674017,57673463,57672710,57672819,57672717,57672640,57672784,57672830,57672831,57672735,57672670,57672686,57672783,57672822,57672750,57672637,57672816,57672801,57672714,57672662,57672822,57672756,57672638,57672643,57672770,57672760,57672631,57672780,57672814,57672871
DIV,r0013:u,102,102,102,102,102,102,102,102,102,102,102,102,102,101,102,102,102,102,102,102,102,102,102,103,102,102,102,102,102,102,102,102
CYCLES_DIV_BUSY,r0014:u,1121,1120,1121,1120,1122,1122,1119,1120,1118,1123,1118,1122,1121,1119,1122,1122,1120,1119,1121,1119,1116,1120,1124,1118,1125,1121,1120,1120,1121,1120,1119,1120
IDLE_DURING_DIV,r0018:u,156,163,156,159,157,162,156,149,162,158,152,157,148,151,151,154,157,154,152,158,150,156,160,164,153,155,158,164,156,150,153,150
DELAYED_BYPASS.FP,r0019:u,59743620,59760795,59760120,55189857,59722817,59751508,59754141,59755555,59755077,59755551,59755059,59748311,59751838,59751364,59755662,59747860,59743178,59740919,59746227,59746445,59751027,59756388,59756222,59755626,59751533,59756087,59755906,59750206,59752738,59757627,59748942,59746086
DELAYED_BYPASS.SIMD,r0119:u,47,49,48,49,46,47,47,45,46,46,44,48,48,46,46,42,47,48,48,46,47,48,46,46,45,46,45,50,46,44,44,45
DELAYED_BYPASS.LOAD,r0219:u,11447559,5757546,12399,10773038,1096005,375770,165600,168421,534225,941664,565309,303298,175669,485836,459524,1644923,1835176,935331,933865,2555163,898914,316409,459469,329760,386071,499540,501426,218423,222921,682123,501828,1596056
L2_ADS.CORE,r4021:u,3872520,3864673,3869286,3889472,3809712,3790384,3897221,3869682,3779690,3785140,3794095,3863161,3885595,3851237,3781304,3781010,3861310,3824848,3793115,3813573,3896399,3800940,3819130,3841500,3902455,3848875,3783279,3842740,3869979,3766742,3780340,3814487
L2_DBUS_BUSY_RD.CORE,r4023:u,7444521,7798982,7757372,7723205,7704419,7870936,7702821,7733997,7900612,7618022,7554556,7754437,7795158,7589735,7668273,7482722,7600832,7119792,7950081,7938704,7499324,7760942,7850749,8013887,7902691,7478575,7524097,7817845,7817520,7715200,7727362,7576941
