Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L2_DBUS_BUSY_RD.CORE,r4023:u,7728040,7709635,7696890,7410715,7567623,7700205,7637955,7697873,7845704,7735704,7508204,7604573,7747720,7730815,7714035,7700146,7649330,7637746,7403933,7781947,7424401,7726441,7614542,7534886,7889989,7914955,7615462,7533047,7761283,7744571,7742945,7785168
L2_LINES_IN.CORE,r4024:u,34992,34367,34800,34600,34823,35071,34551,34336,34733,34615,34303,34629,35223,35679,34417,34944,34774,34273,34726,35248,35044,35033,34710,34534,35015,35421,34560,34701,35120,34722,34303,34746
L2_LINES_IN.CORE.PREFETCH,r5024:u,1402021,1395020,1400011,1397079,1399188,1401191,1396687,1394865,1399188,1398448,1394593,1399662,1400767,1393339,1395128,1399778,1402022,1394298,1399109,1401434,1394019,1399243,1393828,1395963,1399047,1404677,1395114,1397445,1399458,1395709,1394743,1399448
L2_M_LINES_IN.CORE,r4025:u,755292,755026,755916,755596,756105,755997,755802,755475,755872,755765,755211,755640,755913,755352,754360,755911,755695,755568,755443,758572,755058,755007,755463,754444,755219,755466,755237,753943,755220,755070,754724,755237
L2_LINES_OUT.CORE,r4026:u,34759,34921,34449,34446,34307,34334,34483,35121,34686,34326,34893,34614,34552,36027,35182,34322,34413,35059,34632,34619,35591,34950,34579,35205,34825,34586,34879,35260,34794,34511,35098,34388
L2_LINES_OUT.CORE.PREFETCH,r5026:u,1394545,1402795,1397221,1398289,1398653,1399143,1403711,1394505,1395962,1399758,1395262,1395071,1398501,1397448,1395152,1400773,1405012,1394390,1395001,1398992,1393809,1394665,1402310,1394793,1394184,1398562,1396601,1394141,1396989,1402219,1394641,1396631
L2_M_LINES_OUT.CORE,r4027:u,17212,16885,16988,17216,17289,17213,17020,17460,17391,16956,17406,17502,17409,17919,17409,17201,17009,17372,17275,17337,17994,17743,17244,17661,17640,17455,17353,17625,17451,17212,17486,17096
L2_M_LINES_OUT.CORE.PREFETCH,r5027:u,673887,703522,704008,689435,691867,708070,708139,684572,663698,704268,685695,664818,703468,699502,676004,692195,707685,693712,665631,704406,685788,677867,706697,679262,683186,705160,706823,678907,699353,704569,679172,689763
L2_IFETCH.CORE.ALL,r4f28:u,3077,2865,2875,2899,2873,2804,2831,2955,3025,2810,2893,2970,2944,2822,2919,2874,2804,2900,2964,2834,2933,3027,2828,2894,2993,2858,2822,2933,2950,2828,2931,2936
L2_LD.CORE.ALL,r4f29:u,725769,725649,725686,725560,725643,728472,731026,729257,730065,729534,731208,729767,730074,731025,730363,731808,730466,731618,730665,730261,725775,726018,726256,725589,725652,726320,727170,726567,725917,725931,726301,727343
L2_LD.CORE.PREFETCH.ALL,r5f29:u,3117537,2891224,2658834,3131626,3172732,3143046,3133786,3146566,3173831,3109357,3147619,3173401,3171222,3104229,3172748,3172663,3123139,3146495,3173538,3131466,3154458,3172977,3117352,3145118,3173348,3132166,3094956,3154036,3166706,3133499,3144620,3172177
L2_ST.CORE.ALL,r4f2a:u,754099,754116,754163,754184,754174,754268,754140,754087,754159,754129,754083,754151,754175,754099,754091,754161,754254,754120,754135,757063,754618,754095,754095,754087,754091,754134,754052,754074,754149,754079,754072,754130
L2_LOCK.CORE.ALL,r4f2b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2_RQSTS.CORE.ALL,r4f2e:u,1482898,1482759,1482923,1482390,1483092,1486003,1487805,1485794,1487279,1486136,1488529,1486459,1487308,1487840,1487152,1488849,1487596,1488489,1487723,1490438,1483073,1483354,1482891,1482383,1482490,1483555,1484198,1483537,1483695,1483054,1483238,1484574
L2_RQSTS.CORE.PREFETCH.ALL,r5f2e:u,3124056,2921495,2666618,3137531,3173591,3176556,3155438,3143069,3176422,3144397,3110154,3150139,3175378,3143710,3132540,3169282,3164030,3094269,3148020,3165523,3117665,3175750,3144663,3110119,3146447,3173238,3132741,3137108,3173782,3160293,3105104,3173392
L2_RQSTS.SELF.DEMAND.I_STATE,r412e:u,34978,34861,34768,34373,34787,35248,34964,34381,34773,34622,34342,34298,35136,35988,34350,34699,34964,34316,34524,35458,35030,35137,34719,34516,34523,35244,34764,34505,34999,35151,34310,34688
L2_RQSTS.SELF.DEMAND.MESI,r4f2e:u,1482898,1482759,1482923,1482390,1483092,1486003,1487805,1485794,1487279,1486136,1488529,1486459,1487308,1487840,1487152,1488849,1487596,1488489,1487723,1490438,1483073,1483354,1482891,1482383,1482490,1483555,1484198,1483537,1483695,1483054,1483238,1484574
L2_REJECT_BUSQ.CORE.ALL,r4f30:u,18802,21435,24233,25376,35036,31349,32038,34437,35285,34915,31491,26226,23940,21491,25388,24755,24456,25126,25596,40115,46039,46728,46747,48878,48229,49795,49633,39235,33732,28535,26624,25274
L2_REJECT_BUSQ.CORE.PREFETCH.ALL,r5f30:u,305641,575388,835547,349071,337528,322324,317684,361123,332869,310360,307917,252359,278994,311038,367386,334248,308576,341978,344292,321443,351207,346241,329000,361044,358810,317486,264102,281969,298469,313432,365234,336539
L2_NO_REQ.CORE,r4032:u,329857685,295407670,260284404,235621772,181021453,174536856,172465630,172448608,172978951,172604108,172582343,172994595,172906863,172906925,172757758,172626446,172418149,172857057,178028194,184430393,180939897,174683379,172377355,172102633,173116601,172964484,172300202,172959072,172922247,172627979,172758949,172615998
EIST_TRANS,r003a:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THERMAL_TRIP,rc03b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPU_CLK_UNHALTED.CORE_P,cycles:u,368393986,333659717,298888328,265000408,212482175,212249931,212206080,211948620,212281445,212049314,212000576,212475916,212508610,212201323,212152960,212320273,212269268,212188661,212317609,212444574,212582265,212436031,212259242,211807728,212364124,212307682,211976430,212447219,212378333,212291098,212154812,212155805
CPU_CLK_UNHALTED.BUS,r013c:u,122755308,111232207,99690526,88188456,70799209,70747441,70757071,70596861,70727206,70714329,70712912,70818647,70834102,70759084,70699608,70773317,70761548,70754261,70751760,70813058,70875802,70777536,70773436,70667176,70757760,70756514,70689803,70820593,70778874,70773599,70704778,70681067
CPU_CLK_UNHALTED.NO_OTHER,r023c:u,105439783,101123437,86319081,86903226,69992935,69348776,53101759,67304380,69738262,53350850,48368562,67266166,69879368,57832287,68993374,69731980,60097673,54322432,69526293,69492493,56234734,69852760,55522782,53867093,69807853,69530392,57366557,66675216,67963678,60433150,60364428,69905859
L1D_CACHE_LD.ALL,r0f40:u,161405191,172930501,164693993,162656650,138430634,138339036,138335283,138332140,138333448,138336542,138333620,138336679,138334012,138336590,138329378,138333508,138335897,138328331,138335438,138338151,138334126,138330787,138332234,138329756,138337003,138335152,138334117,138328024,138332054,138335812,138334520,138335626
L1D_CACHE_ST.ALL,r0f41:u,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958,23082958
L1D_CACHE_LOCK.ALL,r0f42:u,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
L1D_CACHE_LOCK_DURATION,r1042:u,74,73,74,72,73,72,73,73,73,72,72,73,73,73,74,73,72,73,73,72,74,73,74,76,74,72,72,74,72,73,73,74
L1D_ALL_REF,r0143:u,184492597,196010702,187750541,185747426,161502938,161417319,161418019,161418717,161415427,161420069,161416780,161414256,161414750,161417056,161414613,161413101,161420430,161412218,161415993,161416968,161414819,161414666,161418671,161415305,161414352,161416264,161416704,161413803,161411397,161417301,161419434,161416746
L1D_ALL_CACHE_REF,r0243:u,184492597,196010650,187750463,185747426,161502938,161417319,161418019,161418717,161415427,161420069,161416780,161414256,161414750,161417056,161414613,161413101,161420430,161412218,161415993,161416968,161414819,161414666,161418671,161415305,161414352,161416264,161416704,161413803,161411397,161417301,161419434,161416746
L1D_REPL,r0f45:u,1479651,1479783,1479543,1479402,1480203,1482355,1485001,1483534,1484436,1482591,1484976,1484108,1483965,1484784,1484441,1485947,1484413,1485621,1484992,1487291,1480462,1480407,1479776,1479661,1480160,1480075,1480889,1480790,1480266,1479694,1480536,1481472
L1D_M_REPL,r0046:u,754176,754214,754130,754137,754176,754263,754132,754190,754234,754105,754112,754197,754111,754107,754134,754163,754148,754133,754188,757112,754622,754176,754109,754096,754205,754097,754105,754119,754101,754161,754101,754155
L1D_M_EVICT,r0047:u,755568,755848,755661,755580,756126,756199,755599,756090,756107,755511,755606,755908,756159,755342,755862,755821,755208,756064,755570,757982,755324,755391,755042,755179,755735,755483,755325,755536,755679,755176,755422,755615
L1D_PEND_MISS,r0048:u,1589560,7318424,5469910,117708,1528316,1468290,1565662,1536967,1587122,1599298,1623787,1583746,1579973,1621589,1574285,1579599,1590022,1604342,1565254,1653366,1779250,1646559,1558029,1651202,1563654,1533010,1579166,1545637,1533874,1579310,1562456,1540478
L1D_SPLIT.LOADS,r0149:u,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
L1D_SPLIT.STORES,r0249:u,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_MISS.NTA,r004b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_MISS.L1,r014b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_MISS.L2,r024b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE,r004c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1D_PREFETCH.REQUESTS,r104e:u,711370,191816,362233,711346,711852,712612,712449,712358,711769,712435,712432,712249,713042,711792,712795,712849,712194,713492,713204,713371,711712,712086,711822,711898,711852,712059,713046,712734,712154,711501,712520,713372
L1I_READS,r0080:u,367801849,333049544,298359491,264489419,211908816,211683351,211683991,211421787,211693621,211507560,211537188,211914973,211978322,211684521,211637945,211789668,211731127,211707908,211786423,211892762,212079131,211835186,211732527,211443036,211811228,211745823,211456830,211903392,211792128,211767831,211620691,211537545
L1I_MISSES,r0081:u,1380,1367,1364,1271,1286,1327,1361,1276,1265,1376,1328,1280,1303,1392,1284,1302,1341,1327,1285,1347,1312,1302,1336,1301,1276,1337,1358,1296,1290,1375,1299,1271
ITLB.SMALL_MISS,r0282:u,107,111,104,95,93,105,108,93,95,113,103,94,93,117,93,94,107,108,95,107,101,95,105,98,94,100,112,95,93,120,100,93
ITLB.LARGE_MISS,r1082:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB.FLUSH,r4082:u,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB.MISSES,r1282:u,100,102,114,96,93,93,110,96,94,105,110,103,94,120,109,93,103,110,102,94,104,94,105,106,107,94,102,102,96,99,101,95
INST_QUEUE.FULL,r0283:u,207165209,172484978,137976118,103408137,51220230,51068876,51066766,50674783,50998931,50940496,50903090,51289685,51331623,51074285,50938490,51162252,51108911,51072524,51065673,51251833,51430993,51162870,51136805,50831158,51114269,51100294,50915490,51269159,51146551,51126589,50915307,50902085
CYCLES_L1I_MEM_STALLED,r0086:u,589297,580221,562556,565160,545175,555699,542340,528742,547376,534165,536580,530789,556186,529392,534640,546903,534051,529259,541006,543472,530080,544192,534056,533480,536099,547874,536048,528004,543574,536518,529906,553928
ILD_STALL,r0087:u,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,11,10,9,10,10,10,10,10,10,9,10,10,9,10,10,10,10
BR_INST_EXEC,r0088:u,86026630,86026033,86026079,86025725,86024034,86023868,86023996,86024174,86023957,86023869,86024061,86024080,86023890,86023942,86024166,86023840,86023866,86024084,86024070,86023921,86024140,86023906,86023994,86024121,86023979,86023860,86023975,86024179,86023927,86023748,86024180,86023942
BR_MISSP_EXEC,r0089:u,4022,3923,4021,3941,3980,3890,3928,3975,3950,3903,3966,4008,3918,3972,4032,3902,3933,3997,3988,3904,4089,3906,3906,3988,4002,3894,3914,4084,3950,3893,4044,3937
BR_BAC_MISSP_EXEC,r008a:u,1748,1670,1749,1799,1598,1780,1843,1602,1633,1890,1654,1607,1724,1777,1600,1742,1938,1660,1594,1952,1618,1601,1790,1638,1598,1728,1702,1656,1635,1903,1587,1703
BR_CND_EXEC,r008b:u,78680739,78680788,78680475,78680225,78678153,78678284,78678400,78678272,78678197,78678377,78678194,78678121,78678274,78678197,78678145,78678250,78678378,78678186,78678240,78678493,78678078,78678110,78678452,78678257,78678065,78678249,78678405,78678186,78678176,78678215,78678255,78678254
BR_CND_MISSP_EXEC,r008c:u,3893,3880,3808,3794,3842,3771,3732,3838,3861,3722,3756,3835,3804,3751,3823,3774,3748,3810,3862,3757,3816,3882,3687,3776,3893,3794,3731,3831,3830,3748,3800,3818
BR_IND_EXEC,r008d:u,1049172,1049169,1049173,1049170,1049170,1049170,1049169,1049168,1049170,1049170,1049169,1049170,1049168,1049169,1049171,1049170,1049170,1049170,1049170,1049169,1049171,1049174,1049170,1049170,1049170,1049173,1049170,1049172,1049169,1049170,1049171,1049170
BR_IND_MISSP_EXEC,r008e:u,76,75,77,79,72,70,79,74,73,75,79,77,72,77,77,72,76,76,75,74,74,74,78,74,73,72,78,74,72,75,73,73
BR_RET_EXEC,r008f:u,3146939,3146935,3146937,3146942,3146934,3146932,3146935,3146932,3146933,3146938,3146934,3146937,3146929,3146933,3146939,3146940,3146940,3146937,3146930,3146938,3146940,3146932,3146944,3146938,3146938,3146931,3146936,3146938,3146933,3146935,3146937,3146933
BR_RET_MISSP_EXEC,r0090:u,88,94,85,91,94,94,82,84,97,89,84,91,111,82,86,94,90,84,90,93,85,93,86,81,94,99,87,87,104,88,84,95
BR_RET_BAC_MISSP_EXEC,r0091:u,699,673,655,632,793,694,590,645,750,577,587,710,887,582,615,806,704,585,717,717,602,753,590,576,768,836,711,585,860,689,594,763
BR_CALL_EXEC,r0092:u,3147740,3147734,3147742,3147738,3147745,3147739,3147744,3147747,3147746,3147734,3147747,3147736,3147736,3147741,3147746,3147737,3147739,3147752,3147741,3147736,3147736,3147739,3147737,3147754,3147741,3147737,3147740,3147751,3147740,3147739,3147743,3147740
BR_CALL_MISSP_EXEC,r0093:u,26,25,26,25,25,24,25,26,24,25,26,25,25,25,24,24,25,26,25,25,26,24,25,25,25,25,25,25,25,25,25,25
BR_IND_CALL_EXEC,r0094:u,36,35,35,35,35,35,35,35,36,36,35,35,35,35,35,35,35,36,35,35,35,35,35,35,35,34,34,35,34,34,35,35
BR_TKN_BUBBLE_1,r0097:u,6124,5662,6521,6008,5595,6542,5587,5702,5617,8028,5545,5335,6849,6179,5392,6077,7284,5719,5611,7419,5350,6443,6896,5324,5284,6159,6080,5549,6634,7042,5552,6582
BR_TKN_BUBBLE_2,r0098:u,18793,19232,18637,19037,18997,18972,18580,19078,19204,18617,19028,19113,18976,18560,19141,19033,18596,19133,19594,18718,19297,19091,18687,19173,19180,18639,18592,18967,18941,18815,19481,18791
RS_UOPS_DISPATCHED,r00a0:u,600272509,600276314,600265846,600262078,600252663,600247135,600243141,600251854,600249213,600244696,600246683,600249302,600245884,600242520,600251254,600244547,600242093,600248311,600254780,600244878,600252223,600245472,600242597,600247465,600252014,600242396,600243911,600251370,600247742,600243510,600252294,600244436
RS_UOPS_DISPATCHED.PORT0,r01a1:u,118431118,103749347,117484013,109930872,131419250,131399560,131055127,131324740,131341378,131312411,131427440,131437428,131494457,131296193,131425638,131343818,131512672,131445903,131455128,131476945,131318214,131414408,131112649,131312495,131317147,131330081,131411174,131427268,131485005,131266078,131505445,131255457
RS_UOPS_DISPATCHED.PORT1,r02a1:u,75565042,75566780,75679800,102326365,111938974,111884184,111958040,111886058,111889868,111948179,111955892,112110358,111993973,111885447,111937002,111976741,111910401,111952308,111988920,111943029,111955276,111923893,111965954,111940919,111891649,111910922,111930024,112049908,112069128,111891998,111934136,111966349
RS_UOPS_DISPATCHED.PORT2,r04a1:u,136411353,136409705,136409789,136408419,136404315,136403872,136404096,136405688,136404111,136403730,136404684,136404820,136403488,136404554,136405603,136403750,136403788,136405074,136404858,136403623,136405588,136404284,136403472,136405043,136405115,136403538,136403897,136405212,136403996,136403600,136405192,136403903
RS_UOPS_DISPATCHED.PORT3,r08a1:u,23092067,23092121,23091920,23091661,23091270,23091476,23091683,23091280,23091272,23091677,23091327,23091228,23091572,23091404,23091305,23091324,23091808,23091454,23091256,23091711,23091306,23091386,23091635,23091401,23091262,23091443,23091500,23091261,23091396,23091572,23091298,23091241
RS_UOPS_DISPATCHED.PORT4,r10a1:u,23090718,23090747,23090547,23090503,23090288,23090344,23090434,23090326,23090222,23090445,23090448,23090375,23090278,23090386,23090392,23090191,23090413,23090462,23090285,23090473,23090259,23090284,23090363,23090516,23090308,23090262,23090419,23090397,23090266,23090418,23090353,23090236
RS_UOPS_DISPATCHED.PORT5,r20a1:u,223686114,238413297,224588024,205385469,174306614,174374628,174622506,174478750,174464128,174386258,174274665,174071881,174178229,174518927,174305796,174351751,174242253,174261508,174199437,174237970,174386465,174325294,174560024,174403425,174447969,174415592,174330435,174168757,174149446,174494749,174215357,174450273
MACRO_INSTS.DECODED,r01aa:u,488951931,488946171,488952947,488944148,488935270,488933788,488935547,488940604,488934769,488933511,488940206,488939830,488932687,488937348,488940100,488932200,488933536,488942090,488935952,488932713,488939645,488933306,488934767,488938786,488936103,488934157,488937543,488940844,488933268,488934429,488941000,488935004
MACRO_INSTS.CISC_DECODED,r08aa:u,1049336,1049327,1049345,1049334,1049323,1049328,1049329,1049351,1049333,1049323,1049333,1049344,1049323,1049330,1049345,1049326,1049322,1049354,1049335,1049328,1049336,1049319,1049327,1049337,1049354,1049327,1049333,1049339,1049319,1049326,1049375,1049324
ESP.SYNCH,r01ab:u,2099844,2099832,2099800,2099854,2099796,2099864,2099901,2099808,2099805,2099861,2099820,2099805,2099840,2099841,2099809,2099852,2099862,2099815,2099806,2099849,2099812,2099848,2099824,2099859,2099809,2099847,2099858,2099818,2099846,2099864,2099816,2099817
ESP.ADDITIONS,r02ab:u,6302210,6302182,6302057,6302264,6302045,6302226,6302332,6302038,6302042,6302257,6302135,6302054,6302207,6302138,6302086,6302220,6302289,6302118,6302061,6302250,6302106,6302229,6302145,6302210,6302083,6302220,6302218,6302127,6302221,6302252,6302128,6302087
SIMD_UOPS_EXEC,r00b0:u,11535237,11535218,11535219,11535128,11534738,11534828,11534802,11534873,11534845,11534750,11534842,11534824,11534805,11534793,11534860,11534821,11534752,11534833,11534844,11534798,11534848,11534828,11534794,11534774,11534854,11534822,11534793,11534872,11534819,11534802,11534856,11534815
SIMD_SAT_UOP_EXEC,r00b1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.MUL,r01b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.SHIFT,r02b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.PACK,r04b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.UNPACK,r08b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.LOGICAL,r10b3:u,45,46,46,47,47,46,46,46,45,45,46,45,46,46,46,45,46,47,46,46,48,46,45,46,46,45,45,46,45,48,46,46
SIMD_UOP_TYPE_EXEC.ARITHMETIC,r20b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
