Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L1I_MISSES,r0081:u,1450,1548,1478,1486,1433,1359,1345,1427,1283,1332,1294,1349,1276,1316,1300,1345,1309,1382,1366,1316,1295,1307,1344,1427,1278,1436,1296,1357,1360,1376,1275,1312
ITLB.SMALL_MISS,r0282:u,103,113,105,102,111,93,103,111,95,100,96,95,96,94,97,98,98,105,114,96,99,96,108,106,96,112,93,102,109,106,95,98
ITLB.LARGE_MISS,r1082:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB.FLUSH,r4082:u,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1
ITLB.MISSES,r1282:u,106,110,96,110,108,93,96,102,108,107,98,95,105,102,97,106,97,95,94,111,94,98,97,102,105,106,96,107,97,95,118,108
INST_QUEUE.FULL,r0283:u,315996304,355169764,293654720,315467582,205170954,232030481,93514312,137603919,82268828,117328009,68933975,135840344,78887962,109638154,67836673,114485509,74156295,112139872,71180923,124937779,75954419,121557972,69361641,144706892,70654417,121078615,69261711,134675420,78414003,109310944,68612649,114006363
CYCLES_L1I_MEM_STALLED,r0086:u,2942099,13832812,2965285,14387460,2907252,13862653,2894492,14415506,2902695,13799936,2904734,14350162,2894401,13789943,2923676,14331272,3705668,13820470,2922029,14434987,3524923,13941574,2947005,14491538,2910353,13864542,2919354,14349575,2895944,13749408,2903719,14326221
ILD_STALL,r0087:u,12,11,11,11,11,12,11,12,12,11,11,12,12,11,13,12,12,12,12,11,11,11,12,12,12,12,12,11,12,11,12,11
BR_INST_EXEC,r0088:u,19722983,19779378,19722980,19768116,19722502,19768164,19712748,19767996,19712748,19768220,19712776,19785295,19712415,19786081,19712535,19801772,19712022,19801790,19711906,19779370,19711733,19779317,19711879,19776656,19712802,19768078,19712293,19779376,19711954,19779330,19712288,19801844
BR_MISSP_EXEC,r0089:u,3893,3917,3888,3945,3931,3920,3940,3873,3865,3925,3884,3917,3838,3884,3858,3870,3923,3907,3897,3889,3910,3902,3884,3868,3877,3857,3856,3909,3929,3900,3855,3927
BR_BAC_MISSP_EXEC,r008a:u,1609,24202,1676,24070,1558,24192,1560,24328,1599,24354,1750,24182,1855,24193,1563,24226,1560,24112,1569,24205,1715,24087,1556,24255,1575,24323,1609,24188,1684,24073,1623,24259
BR_CND_EXEC,r008b:u,12377290,12433683,12377258,12422348,12376615,12422340,12366268,12422370,12367266,12422697,12367142,12439270,12366623,12439954,12366844,12456094,12366210,12456073,12365995,12433548,12365977,12433532,12366174,12430338,12366791,12422619,12366563,12433602,12366332,12433521,12366573,12456087
BR_CND_MISSP_EXEC,r008c:u,3775,3780,3803,3806,3773,3786,3713,3716,3782,3712,3698,3794,3753,3684,3700,3690,3722,3752,3705,3720,3702,3786,3710,3720,3814,3710,3753,3710,3701,3725,3776,3700
BR_IND_EXEC,r008d:u,1049168,1049169,1049170,1049168,1049167,1049168,1049170,1049171,1049170,1049168,1049169,1049168,1049171,1049170,1049170,1049167,1049168,1049169,1049170,1049169,1049170,1049171,1049168,1049171,1049169,1049171,1049168,1049171,1049170,1049168,1049170,1049170
BR_IND_MISSP_EXEC,r008e:u,70,73,70,75,70,68,70,70,68,72,67,67,68,69,71,70,68,67,71,70,68,68,74,72,70,69,68,72,67,67,68,71
BR_RET_EXEC,r008f:u,3146937,3146940,3146944,3146935,3146934,3146937,3146943,3146933,3146935,3146938,3146934,3146935,3146932,3146945,3146946,3146934,3146930,3146937,3146938,3146937,3146928,3146933,3146948,3146940,3146938,3146933,3146937,3146938,3146931,3146936,3146940,3146935
BR_RET_MISSP_EXEC,r0090:u,85,90,83,78,93,87,90,91,82,83,94,95,83,86,83,102,89,82,87,83,95,82,83,83,79,84,85,83,93,82,81,84
BR_RET_BAC_MISSP_EXEC,r0091:u,585,759,588,580,837,787,691,697,666,699,806,766,586,691,584,839,588,592,644,576,763,602,568,616,646,712,572,576,786,613,593,707
BR_CALL_EXEC,r0092:u,3147744,3147744,3147744,3147739,3147738,3147746,3147743,3147742,3147746,3147741,3147745,3147739,3147755,3147739,3147736,3147740,3147738,3147750,3147742,3147744,3147742,3147747,3147736,3147744,3147742,3147734,3147738,3147741,3147737,3147746,3147741,3147734
BR_CALL_MISSP_EXEC,r0093:u,26,25,26,26,24,25,24,25,25,25,25,26,25,25,25,24,24,25,25,25,25,24,24,25,24,25,25,25,24,26,24,24
BR_IND_CALL_EXEC,r0094:u,34,35,34,34,35,34,34,35,35,35,35,35,35,35,34,34,34,35,34,35,35,35,34,35,34,35,34,35,35,36,35,34
BR_TKN_BUBBLE_1,r0097:u,6258,116925,6363,94008,6795,107003,6308,96265,5997,131170,5596,83311,5764,100467,5967,88414,5314,98720,5856,82767,6067,99364,6179,82335,6707,128566,6644,80180,5160,78886,6739,76061
BR_TKN_BUBBLE_2,r0098:u,18498,40221,18573,40433,18503,40620,18627,43618,18212,42998,18393,42072,18200,42549,18936,43145,18992,43489,19281,42524,18766,41824,19090,43134,18263,44032,18484,43256,18746,42306,18623,42915
RS_UOPS_DISPATCHED,r00a0:u,305307014,313237761,305333909,313175715,305334548,313772131,305497506,314803224,305536280,314752137,305593324,315638858,305596009,315151431,305604532,315637103,305597012,315340350,305601040,315189980,305489129,314471821,305606382,315175986,305601422,314722960,305603264,315557170,305603563,315093128,305600573,315642700
RS_UOPS_DISPATCHED.PORT0,r01a1:u,46812700,48215307,46850069,48123878,46848304,48257537,46870562,48515369,46910109,48741515,46926210,51662118,49016177,50065990,46924466,48702246,46910858,49188408,46922127,48974365,46941884,48581314,46923292,48857258,47092675,49158592,46904526,51603275,49036408,50080535,46922702,48745136
RS_UOPS_DISPATCHED.PORT1,r02a1:u,58694768,60342497,56508228,58169008,49277072,52374000,53070344,54398979,50504834,49040808,47570257,48599385,48232835,48914370,47379445,49411466,46847640,47478682,47134037,46558828,46961613,47281331,47541483,48786544,47736332,50175880,47483931,48874620,48134984,48913164,47389155,49457885
RS_UOPS_DISPATCHED.PORT2,r04a1:u,50158808,50924456,50147840,50923168,50145669,50934505,50157853,51067143,50159141,50912961,50168106,51115370,50168490,50955380,50166909,51160396,50165489,51043935,50167220,51075782,50156043,50900377,50168282,51066947,50166248,50912582,50169589,51109044,50167307,50946407,50165656,51157339
RS_UOPS_DISPATCHED.PORT3,r08a1:u,46398634,47175655,46388128,47108076,46387276,47198182,46402994,47247691,46393017,47216343,46408448,47310299,46401724,47253566,46407218,47398891,46408827,47364665,46409617,47266435,46367062,47174933,46411142,47261006,46411243,47209026,46410496,47303252,46401206,47251854,46409424,47398792
RS_UOPS_DISPATCHED.PORT4,r10a1:u,46204515,46452542,46227303,46396002,46215725,46530996,46247423,46686443,46247028,46746512,46255733,46828604,46255432,46827344,46256230,46758727,46255741,46777771,46256602,46742721,46243060,46692189,46255917,46733478,46255023,46746490,46256507,46808074,46255780,46812800,46257053,46757344
RS_UOPS_DISPATCHED.PORT5,r20a1:u,57032429,60131400,59209808,62446740,66464566,68461705,62690680,66909691,65477634,72275416,68282077,70122842,65798617,71120280,68511275,72163960,68840439,73475963,68622536,74488616,68809602,73658694,68290168,72627930,67910284,70553061,68269329,69804230,65540935,71080645,68386051,72058059
MACRO_INSTS.DECODED,r01aa:u,184630275,188665496,184561973,188605086,184509285,188568757,184607895,188977056,184612687,188444238,184615799,189239172,184604794,188662636,184611646,189663882,184614904,189273258,184615094,189039226,184585898,188401478,184616021,189043137,184602790,188483043,184618945,189155377,184603279,188603868,184612524,189705944
MACRO_INSTS.CISC_DECODED,r08aa:u,1049339,1049423,1049386,1049352,1049324,1049342,1049362,1049339,1049332,1049363,1049353,1049352,1049320,1049355,1049334,1049357,1049326,1049354,1049320,1049350,1049326,1049356,1049329,1049351,1049334,1049366,1049320,1049332,1049319,1049337,1049330,1049378
ESP.SYNCH,r01ab:u,2099889,2099935,2099869,2099858,2099897,2099833,2099799,2099916,2099822,2099821,2099813,2099832,2099833,2099847,2099852,2099848,2099875,2099834,2099821,2099877,2099875,2099872,2099862,2099827,2099838,2099821,2099858,2099892,2099851,2099820,2099893,2099847
ESP.ADDITIONS,r02ab:u,6302297,6302444,6302211,6302248,6302369,6302165,6302050,6302377,6302068,6302069,6302095,6302131,6302130,6302179,6302148,6302156,6302273,6302129,6302119,6302226,6302234,6302309,6302289,6302074,6302178,6302103,6302243,6302392,6302179,6302118,6302307,6302137
SIMD_UOPS_EXEC,r00b0:u,14520539,14812955,14520580,14790538,14519797,14813619,14529572,14883137,14533549,14855820,14538086,14922267,14542444,14854841,14540151,14948495,14537500,14928313,14538733,14905355,14520807,14835275,14537282,14897591,14531784,14835453,14536763,14917372,14542801,14844800,14538220,14958093
SIMD_SAT_UOP_EXEC,r00b1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.MUL,r01b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.SHIFT,r02b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMD_UOP_TYPE_EXEC.PACK,r04b3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
