Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LOAD_BLOCK.STA,r0203:u,2288676,1609761,2066719,2088170,1449782,1461867,2647856,2095933,1399687,1303535,798670,2187027,1015033,2996291,620677,1162598,1038246,1138616,1052634,953765,1206843,842735,835698,1563884,1111188,1184686,834069,2332209,1136884,2957075,597977,1140556
LOAD_BLOCK.STD,r0403:u,264970,258492,255763,252651,253621,256350,264200,253823,249362,261537,269336,255904,274687,255285,264925,249632,257572,251784,253784,267084,249698,257017,254141,264253,259757,268017,255010,258813,249432,253302,254604,251157
LOAD_BLOCK.OVERLAP_STORE,r0803:u,24670135,28063313,27561075,27926556,24760735,25511170,16205713,17842527,8156643,8902028,1128604,1242826,405785,40692,401734,7357,900836,54642,746716,390385,952859,40223,456934,1301522,268089,1333352,426255,427545,423669,82297,407453,7349
LOAD_BLOCK.UNTIL_RETIRE,r1003:u,1453384,1509795,1453285,1453255,1453211,1453283,1453135,1452864,1376053,1453151,1453105,1453126,1453138,1453128,1453128,1509917,1453442,1509490,1453364,1498615,1453138,1475761,1453134,1453158,1452971,1453142,1453070,1453132,1453142,1453127,1453127,1510029
LOAD_BLOCK.L1D,r2003:u,29296,20649,15415,21624,15029,23754,45778,39608,560178,34182,62307,40760,701121,37637,436544,168186,31975,70303,43618,10230,169885,31636,177039,152900,76404,123956,124220,22276,704412,33862,364236,159158
SB_DRAIN_CYCLES,r0104:u,898,23531,45760,640618,34660,103281,35770,711328,37102,59420,40384,646084,35031,60057,39010,606163,782849,90773,38246,739063,686254,211885,58610,763960,37178,129600,46350,635254,38550,59858,36021,605415
STORE_BLOCK.ORDER,r0204:u,2036518,1361389,333752,1539110,1476232,929989,965261,1761657,8429569,923694,377287,1651301,8113690,1059429,694539,1506510,4900678,1215979,346417,1876710,5906894,862550,345539,2021860,7926171,1053076,338355,1844849,8070701,1024598,683600,1543596
STORE_BLOCK.SNOOP,r0804:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEGMENT_REG_LOADS,r0006:u,6607,6685,6615,6751,6087,6494,5821,6207,5747,6044,5783,6027,5839,5852,5727,6050,5899,5960,5813,5881,5728,6032,5726,5954,5703,5885,5742,5976,5732,5979,5717,5963
SSE_PRE_EXEC.NTA,r0007:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_EXEC.L1,r0107:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_EXEC.L2,r0207:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_EXEC.STORES,r0307:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_MISSES.ANY,r0108:u,9385,9601,9400,9157,8919,9914,9204,8958,9306,9532,9056,9233,9338,9917,9614,8413,9037,8912,9037,8479,9101,10222,9171,8458,9082,9561,9650,9232,9420,9916,9518,8498
DTLB_MISSES.MISS_LD,r0208:u,6115,6498,6040,8321,5902,6769,6351,8141,6255,6697,6289,6720,6277,6597,6242,7699,6248,6369,6296,7607,6254,7384,6316,7614,6260,6598,6958,6660,6272,6666,6284,7624
DTLB_MISSES.L0_MISS_LD,r0408:u,14811,14926,14722,15515,14452,16373,21558,30005,15019,30124,25990,21287,29636,21312,27250,24944,25072,24918,25992,14611,20210,15786,25247,15546,21469,16056,24939,25854,29666,17431,25472,23034
DTLB_MISSES.MISS_ST,r0808:u,3238,3084,3377,815,3074,3073,2917,805,3054,2932,2814,2564,3121,3339,3334,808,2796,2656,2789,816,2773,2641,2786,820,2826,2908,2791,2522,3089,3335,3254,808
MEMORY_DISAMBIGUATION.RESET,r0109:u,8,8,8,7,8,9,7,7,9,8,8,8,8,9,8,8,10,8,9,9,7,8,8,9,8,8,7,9,8,8,8,8
MEMORY_DISAMBIGUATION.SUCCESS,r0209:u,560671,557344,561790,564006,563898,558909,1243915,1128769,696319,895405,1642321,1803242,1918404,1989142,2152264,1009786,1766420,1461936,1785382,1120664,1822859,1853177,1666365,1551674,1828701,1671631,1716104,1364828,2019346,1876976,2154283,1055762
PAGE_WALKS.COUNT,r010c:u,8950,9139,8972,8638,8575,9468,8831,8658,8974,9145,8701,8920,8993,9551,9235,8134,8683,8555,8680,8072,8708,9772,8718,8050,8820,9126,9269,8836,8993,9609,9237,8154
PAGE_WALKS.CYCLES,r020c:u,98933,97579,98341,89714,95340,87565,97108,82318,89299,97385,89021,89876,85105,89300,94406,92023,85208,102573,87529,82734,95146,108063,101451,98054,87143,93051,101693,92084,98419,103169,88593,89144
FP_COMP_OPS_EXE,r0010:u,29896174,29896157,29907405,29907535,29907828,29986242,29941660,30246117,29976656,30278056,29976625,30432859,29977368,30345408,29977145,30387894,29975980,30295725,29976670,30360907,29976314,30223757,29977309,30358017,29975738,30270771,29977798,30428730,29977373,30343902,29976621,30387625
FP_ASSIST,r0011:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUL,r0012:u,14429473,14429462,14429454,14429592,14429824,14474491,14452241,14610141,14474995,14643004,14474831,14734535,14475068,14685794,14475452,14722120,14474314,14677372,14474363,14683907,14474988,14621267,14475000,14698507,14474762,14643779,14474926,14733299,14475293,14684913,14474872,14722689
DIV,r0013:u,102,102,101,101,102,101,101,102,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,102,102,102,102,101
CYCLES_DIV_BUSY,r0014:u,1116,1118,1117,1117,1118,1120,1118,1115,1122,1116,1125,1120,1120,1118,1118,1117,1121,1122,1116,1121,1120,1115,1126,1116,1116,1120,1116,1116,1122,1120,1120,1116
IDLE_DURING_DIV,r0018:u,153,157,156,163,160,160,157,155,150,160,151,164,156,152,149,164,154,157,158,158,153,159,162,157,156,152,153,155,151,152,157,161
DELAYED_BYPASS.FP,r0019:u,16513013,16516491,16516102,16516272,16515988,15831280,15352674,15715874,15908213,16008278,14718785,15632786,14394282,15291808,14302782,14816761,14604731,15669634,14491416,14390276,14938095,15573139,14413767,15899135,14972143,15238236,14480286,15628502,14399244,15303228,14416584,14817215
DELAYED_BYPASS.SIMD,r0119:u,47,48,44,49,45,45,45,47,46,45,46,46,49,46,44,48,46,44,46,45,45,45,46,47,45,45,47,49,47,48,46,44
DELAYED_BYPASS.LOAD,r0219:u,12394,12398,11521,11368,23284,50278,31707,260923,154472,610250,1470250,256695,666044,778759,980936,773531,1656942,1691381,1566196,763839,1586607,1264464,1391804,753995,1493151,312331,1513671,522378,748329,781650,971992,772382
L2_ADS.CORE,r4021:u,3860850,3756989,3805484,3825278,3900327,3805898,3761349,3743978,3765354,3746011,3779665,3886549,3786527,3812823,3831353,3780264,3774580,3889961,3775556,3871790,3855665,3814415,3774275,3865391,3839969,3860689,3775716,3763915,3880225,3823058,3850766,3793317
L2_DBUS_BUSY_RD.CORE,r4023:u,7051561,7668832,7609641,7881824,7789359,7833991,7454518,7696320,7498133,7789127,7385562,7498580,7229013,7529184,7466368,7656309,7095749,7453328,7361046,7474596,7087394,7868891,7205500,7547177,7236218,7633766,7406304,7464858,7038305,7453980,7222055,7805252
L2_LINES_IN.CORE,r4024:u,35106,36042,35136,35859,34590,35320,34386,34339,34481,34425,34423,34874,34796,35363,35144,34565,34415,34773,34574,34738,35078,34940,34554,34905,35094,34883,35107,35102,34752,34345,35147,34722
L2_LINES_IN.CORE.PREFETCH,r5024:u,1398632,1393088,1397242,1399982,1399473,1396423,1393798,1394842,1397860,1396019,1393955,1397924,1398657,1399576,1400302,1395261,1394392,1398613,1393847,1394684,1401480,1394786,1394715,1398412,1397471,1396942,1399426,1398757,1398887,1394531,1400596,1397306
L2_M_LINES_IN.CORE,r4025:u,756496,756135,755559,754938,755337,755141,755461,755327,755226,755038,755490,755435,755406,755717,755362,754676,754976,755359,754570,754898,755213,753690,754581,755192,755325,754954,755053,755337,755366,755283,755396,754449
L2_LINES_OUT.CORE,r4026:u,34711,35749,34758,35631,34916,35182,34857,35553,34980,35565,34615,34531,34976,34369,34921,35432,34847,34757,35137,35338,34533,35725,35322,34395,34407,34440,34699,34905,34365,34464,34408,35753
L2_LINES_OUT.CORE.PREFETCH,r5026:u,1402108,1396331,1396381,1397604,1399374,1399987,1397299,1394261,1398697,1396810,1400792,1403414,1394642,1396206,1394157,1397550,1397623,1406936,1398316,1397242,1394712,1394630,1393647,1397029,1395752,1399178,1394386,1397081,1397079,1403301,1395851,1396020
L2_M_LINES_OUT.CORE,r4027:u,17344,17604,17419,17363,17487,17491,17449,17470,17243,17575,17334,17257,17509,17427,17583,17631,17375,17308,17432,17608,17615,17770,17657,17366,17636,17270,17669,17445,17639,17202,17674,17600
L2_M_LINES_OUT.CORE.PREFETCH,r5027:u,680944,683642,674698,703311,682828,669481,711234,684888,712436,707956,696299,707548,712417,666824,709376,706896,712229,703344,706442,708676,684455,677664,712524,707052,680189,706784,710535,667606,685404,709237,686825,679849
L2_IFETCH.CORE.ALL,r4f28:u,3240,3303,3241,3152,3137,3191,2862,3082,2862,2955,2951,2927,2827,3112,2877,2891,2851,2924,2835,2895,2949,3052,2848,2954,2966,2906,2833,3132,2997,2886,2936,3037
L2_LD.CORE.ALL,r4f29:u,725605,725606,725500,725599,725282,725291,725149,725269,725156,725346,725135,725350,725283,725260,725343,725315,725127,725246,725151,725366,725300,725239,725218,725417,725225,725275,725285,725232,725221,725214,725164,725314
L2_LD.CORE.PREFETCH.ALL,r5f29:u,3140156,3171829,3161838,3125289,3169680,3179999,3137973,3143172,2921127,3086566,2398247,3121740,2742079,3158480,2342569,2962311,2288434,2951506,2249523,3078473,2711113,3116564,2353726,3128628,2358744,3127244,2332730,3168081,2635899,3129652,2308631,3147089
L2_ST.CORE.ALL,r4f2a:u,754160,754229,754195,754159,754164,754192,754159,754151,754210,754150,754107,754158,754094,754207,754125,754109,754117,754208,754093,754109,754078,754085,754107,754110,754097,754115,754083,754088,754093,754097,754057,754078
L2_LOCK.CORE.ALL,r4f2b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2_RQSTS.CORE.ALL,r4f2e:u,1483023,1483118,1482791,1483015,1482740,1482830,1482138,1482271,1482107,1482522,1482314,1482860,1482084,1482349,1482030,1482634,1482014,1482375,1482012,1482621,1482472,1482285,1482049,1482600,1482287,1482620,1482022,1482240,1482525,1482448,1482393,1482269
L2_RQSTS.CORE.PREFETCH.ALL,r5f2e:u,3142888,3130832,3121879,3152827,3180023,3143151,3135882,3098168,2932112,3147479,2388346,3164859,2872566,3145018,2347228,2994006,2286251,3032369,2318389,3116491,2774821,3046677,2368150,3135944,2339824,3161306,2327899,3144541,2565364,3157744,2281891,3110914
L2_RQSTS.SELF.DEMAND.I_STATE,r412e:u,35238,36311,34888,34833,35160,34793,34450,34339,34450,35078,34901,35810,34364,34464,34496,35525,34361,35048,34568,36226,35582,34895,34525,35106,35075,35464,34486,34398,35214,35122,35137,35156
L2_RQSTS.SELF.DEMAND.MESI,r4f2e:u,1483023,1483118,1482791,1483015,1482740,1482830,1482138,1482271,1482107,1482522,1482314,1482860,1482084,1482349,1482030,1482634,1482014,1482375,1482012,1482621,1482472,1482285,1482049,1482600,1482287,1482620,1482022,1482240,1482525,1482448,1482393,1482269
L2_REJECT_BUSQ.CORE.ALL,r4f30:u,17247,1323,18840,1196,26718,1258,19576,2457,4703,2772,33285,16575,21091,16936,45455,27490,13458,27688,13646,40426,20867,51720,13529,11909,12908,12788,15568,5444,23302,7763,22748,24677
L2_REJECT_BUSQ.CORE.PREFETCH.ALL,r5f30:u,333412,326193,326936,344725,303652,295141,366676,302205,394792,316584,845367,307198,475743,326044,960131,363818,908993,453317,923264,319031,522733,344203,893794,304870,906208,315272,962066,328564,668055,296614,1005136,279811
L2_NO_REQ.CORE,r4032:u,347240746,387311358,313054332,348576496,224867224,264636561,112055454,169760019,100066320,148397759,87637399,167582134,96064957,141009737,86304146,157155393,106050119,153023453,102198303,167681575,95924778,164891990,93031069,177903134,86415098,152234674,87645359,168137809,95683406,141489801,86104921,157332312
EIST_TRANS,r003a:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THERMAL_TRIP,rc03b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPU_CLK_UNHALTED.CORE_P,cycles:u,373562109,424321168,351260576,385488098,262003153,302687775,150868590,206387690,138386337,185372956,126973170,205918515,136041159,179147683,125136768,184410654,133106647,181454490,128974812,194696110,134278642,191140939,126637809,213983040,126898068,190903216,126480118,204752178,136635689,179941384,125030300,183610956
CPU_CLK_UNHALTED.BUS,r013c:u,124240617,141655469,117046620,128418091,87545185,100578870,50693460,69249590,46154219,61597446,42183880,68744996,45473629,60093236,41713956,61284025,44069757,60513628,42802966,64730489,44937680,64226998,42215289,71819320,42890251,63291578,42158946,68435307,45478575,59900728,41920911,61225304
CPU_CLK_UNHALTED.NO_OTHER,r023c:u,119461120,117333846,102866744,121613151,67780261,99213642,37181247,51839115,45280394,60007870,38018319,67912294,40143278,43302284,41301568,60337147,43242973,55788703,42058383,63750796,31872411,51230136,41413760,55477891,27057802,62855525,41686256,66451278,38882610,53442226,31386837,60239049
L1D_CACHE_LD.ALL,r0f40:u,81461380,84318045,84229503,84723070,80656215,81100185,72730612,74577036,63347348,65896240,56076603,58489550,55796642,58283879,55339080,56608681,55574671,56263167,55593054,56358724,55714635,56048458,55456561,56791083,55822061,56492104,55433771,57758299,55884447,58287148,55347279,56551414
L1D_CACHE_ST.ALL,r0f41:u,46151553,50476929,46151553,50476929,46151553,50476929,46151553,50476929,46151553,50476929,46151553,50476863,46151553,50476863,46151553,50476929,46151553,50476929,46151553,50476929,46151553,50476929,46151553,50476929,46151553,50476929,46151553,50476863,46151553,50476863,46151553,50476929
L1D_CACHE_LOCK.ALL,r0f42:u,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
L1D_CACHE_LOCK_DURATION,r1042:u,77,73,73,86,73,72,72,73,73,74,73,72,74,72,73,74,73,72,73,88,72,72,74,72,72,74,73,74,72,73,72,72
L1D_ALL_REF,r0143:u,127640868,134786795,130288851,135132877,126807951,131586880,118886646,125080724,109483055,116322507,102295221,108932874,102050422,108909674,101467056,107133940,101725695,106715540,101764982,106856586,101808476,106603422,101522081,107331611,101977479,106912075,101596694,108175616,101889669,108726745,101511080,107096761
L1D_ALL_CACHE_REF,r0243:u,127640842,134786756,130288851,135132877,126807951,131586880,118886620,125080699,109483003,116322507,102295221,108932836,102050384,108909662,101467030,107133902,101725656,106715502,101764943,106856534,101808463,106603409,101522056,107331547,101977466,106911998,101596668,108175603,101889656,108726719,101511041,107096748
L1D_REPL,r0f45:u,1479571,1479708,1479667,1479715,1479589,1479541,1479448,1479285,1479263,1479594,1479270,1479318,1479334,1479278,1479194,1479331,1479146,1479251,1479153,1479464,1479245,1479207,1479142,1479300,1479371,1479402,1479168,1479459,1479252,1479202,1479346,1479306
L1D_M_REPL,r0046:u,754230,754258,754157,754225,754224,754241,754210,754164,754154,754252,754109,754132,754158,754156,754111,754144,754096,754126,754095,754178,754135,754108,754097,754154,754148,754157,754093,754192,754132,754101,754114,754143
L1D_M_EVICT,r0047:u,756863,755925,755384,755812,756260,755989,755873,755315,755567,755892,755827,755811,755602,755956,755519,755886,755373,755011,755522,755634,755556,755322,754949,753826,755623,755445,754478,755232,755442,754753,755161,755513
L1D_PEND_MISS,r0048:u,7397310,7366536,7368248,7359459,7314274,7322085,7469904,7593604,7667068,7577418,7566286,7565476,7618128,7545678,7728797,9175102,7609394,8631742,7577758,8761422,7646759,8771894,7888808,7633430,7641675,8192292,8102896,7581302,7591689,7735630,7700197,8444749
L1D_SPLIT.LOADS,r0149:u,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794,1441794
L1D_SPLIT.STORES,r0249:u,1,4325377,0,4325376,0,4325376,0,4325376,0,4325376,1,4325311,1,4325310,0,4325377,0,4325376,0,4325376,0,4325377,0,4325377,0,4325377,0,4325311,0,4325311,0,4325376
SSE_PRE_MISS.NTA,r004b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_MISS.L1,r014b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE_PRE_MISS.L2,r024b:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE,r004c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1D_PREFETCH.REQUESTS,r104e:u,711314,711298,711302,711297,711301,711286,711254,711283,711112,711263,711213,711277,711239,711271,710394,711240,710890,711280,710874,711267,711205,711302,710708,711293,710948,711278,710632,711272,711201,711281,711162,710494
L1I_READS,r0080:u,370136993,410362779,348141520,371453182,259075605,288802776,147995930,191822542,136252743,172182313,123306272,191937112,133011986,166291245,123663491,170596170,129547276,166910667,125771291,181921298,130447178,177354600,124738765,199504207,124727403,176085797,124507685,190498527,132960013,165210450,122234305,170533399
