Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
CPU_CLK_UNHALTED.THREAD_P,cycles:u,648361,694719,695804,677396,697001,705466,704479,656495,705057,703774,704158,703762,703453,690023,704299,647585,639121,673238,705208,661511,704330,698442,702464,702040,704773,704800,639815,703927,701668,705092,647968,705415,705506,668155,707717,703147,659539,675742,700214,703948,661190,704569,662931,695442,706503,703471,704233,696782,700194,704323,704990,694634,705156,703058,706140,694541,705538,671323,715371,676044,706399,706026,706191,706106,704553,704138,695940,695436,704502,708693,705103,676867,705552,658438,698673,704657,704951,659984,704466,705021,701900,698236,705124,705744,638889,696240,704402,713033,701066,704085,705686,704804,694200,693754,704961,706251,662201,705615,701678,705829,705337,705301,697909,705088,648265,704391,705465,694814,697489,662685,713571,667962,703893,703345,696577,705496,696862,704213,705490,695978,704528,712166,697988,664123,639737,705440,640029,702882,704862,705689,673886,706066,705010,701068,699299,706178,704627,705605,659532,705370,648197,705560,705490,704816,703926,640631,673838,705086,647588,704950,699502,714295,703710,704867,704678,710417,705472,702270,713351,704854,704167,704100,705389,705598,658890,704421,647289,638830,703318,704773,704156,703938,704504,705183,705059,699832,704127,699526,705936,648089,683198,677277,705591,673712,704935,674494,639798,699054,706412,639759,705112,658833,705382,698120,704802,704839,653685,654076,705932,705048,848940,703484,705313,651897,702127,647673,662892,702737,706339,648521,648445,704846,674346,706612,705325,704762,662305,695515,705508,704858,714085,698671,704025,702477,694145,638701,703706,639413,704055,704450,712592,673257,701421,660138,704524,693983,703130,647766,703623,704277,705035,703884,641601,705001,704489,705311,702611,703969,702682,695975,697593,704275,658632,693257,712657,688851,695486,655236,703640,688936,662206,659033,704221,676498,684109,704731,660179,704122,638424,704858,704958,704600,704352,705017,704460,713313,647693,703107,693327,705673,661087,704482,705411,673029,705512,703829,705953,697553,704906,679933,696605,695835,647265,704215,673414,705151,696701,702880,703814,712409,690504,673845,704512,689799,673667,699593,661933,703030,648269,705367,671136,645503,689683,705057,705100,672020,714089,663605,712783,706490,691020,712788,705588,705384,704524,703812,690703,662121,705079,703598,704715,704685,703132,648587,702094,648301,703300,695100,704412,704410,690167,673771,704638,704591,712081,705845,639566,704142,711893,709316,648486,703383,704513,682707,705597,704327,688768,706133,702007,689451,698881,690076,697400,705105,704600,704603,647579,639043,696075,670830,705392,705302,706105,705413,704964,696874,705674,705533,700445,705124,697499,704959,638978,700295,704680,704284,647496,714838,648949,702669,703126,714117,711627,682294,705796,639497,698195,703233,663000,705052,698048,665309,666961,700172,696841,692735,705001,704814,647387,705933,648827,713248,706780,705056,705047,667770,706028,673419,670741,690597,705414,674515,705305,706540,703661,705274,672012,702062,715791,649263,704928,705544,712692,705873,662414,697775,699697,704530,705158,703429,697518,700160,706162,646985,648037,702353,705378,658518,704466,704533,672978,670653,703589,709424,705353,704548,836338,702638,639578,676919,705662,705270,657184,648394,712627,699621,703248,705258,688990,703513,662540,662486,704989,648856,705574,695419,689044,680704,638426,701619,704461,703036,704108,705571,685362,693984,710471,713785,699445,697489,693437,661412,703674,707628,688976,704688,706202,703050,705493,673103,705848,693610,703465,660079,704816,697707,704557,702282,703996,689174,704361,701791
