# Output of `util/lperf bin/convolution -e cycles:u,r0107:u -n 32 -r 100 --arg-increment 1 --env-increment 0`
# Created on 2013-12-19 01:38:39.499624
#
UnHalted Core Cycles,cycles:u,1.0,12318389.0,14016498.0,12348152.0,12767747.0,10996538.0,11096457.0,9377477.0,8552295.0,7644028.0,7379381.0,6660783.0,6461096.0,6101908.0,6234282.0,5786893.0,6159141.0,5830808.0,6178996.0,5728431.0,6223381.0,5901912.0,6244586.0,5765909.0,6221563.0,5841468.0,6188291.0,5788574.0,6195067.0,5779914.0,6160431.0,5771577.0,6116027.0
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,0.990868672248,8926031.0,12782949.0,12227885.0,12250972.0,9202072.0,8567573.0,6277275.0,5173722.0,3395609.0,2541598.0,1218424.0,826385.0,310179.0,205193.0,18920.0,287431.0,6093.0,53703.0,229.0,232.0,230.0,234.0,223.0,245.0,224.0,234.0,222.0,243.0,221.0,236.0,227.0,243.0
